mal_id,title,source,episodes,synopsis,year,season,producers,genres,studios,demographics,themes,rating,sequel,favorites,score,wc,dropped,forum,type
38680,Fruits Basket 1st Season,Manga,25.0,"Tooru Honda has always been fascinated by the story of the Chinese zodiac that her beloved mother told her as a child. However, a sudden family tragedy changes her life, and subsequent circumstances leave her all alone. Tooru is now forced to live in a tent, but little does she know that her temporary home resides on the private property of the esteemed Souma family. Stumbling upon their home one day, she encounters Shigure, an older Souma cousin, and Yuki, the ""prince"" of her school. Tooru explains that she lives nearby, but the Soumas eventually discover her well-kept secret of being homeless when they see her walking back to her tent one night.

Things start to look up for Tooru as they kindly offer to take her in after hearing about her situation. But soon after, she is caught up in a fight between Yuki and his hot-tempered cousin, Kyou. While trying to stop them, she learns that the Souma family has a well-kept secret of their own: whenever they are hugged by a member of the opposite sex, they transform into the animals of the Chinese zodiac.

With this new revelation, Tooru will find that living with the Soumas is an unexpected adventure filled with laughter and romance.

[Written by MAL Rewrite]",2019.0,spring,"['TV Tokyo', 'TV Osaka', 'Nihon Ad Systems', 'Hakusensha', 'Avex Pictures', 'TMS Music', '8PAN']","['Drama', 'Romance', 'Supernatural']",['TMS Entertainment'],['Shoujo'],"['Love Polygon', 'School']",PG-13 - Teens 13 or older,False,18391,8.2,635761,38467,2235,
38691,Dr. Stone,Manga,24.0,"After five years of harboring unspoken feelings, high-schooler Taiju Ooki is finally ready to confess his love to Yuzuriha Ogawa. Just when Taiju begins his confession however, a blinding green light strikes the Earth and petrifies mankind around the world—turning every single human into stone.

Several millennia later, Taiju awakens to find the modern world completely nonexistent, as nature has flourished in the years humanity stood still. Among a stone world of statues, Taiju encounters one other living human: his science-loving friend Senkuu, who has been active for a few months. Taiju learns that Senkuu has developed a grand scheme—to launch the complete revival of civilization with science. Taiju's brawn and Senkuu's brains combine to forge a formidable partnership, and they soon uncover a method to revive those petrified.

However, Senkuu's master plan is threatened when his ideologies are challenged by those who awaken. All the while, the reason for mankind's petrification remains unknown.

[Written by MAL Rewrite]",2019.0,summer,"['TOHO animation', 'Shueisha', '8PAN']","['Adventure', 'Comedy']",['TMS Entertainment'],['Shounen'],[],PG-13 - Teens 13 or older,False,31825,8.26,1617385,62613,3042,
38707,RobiHachi,Original,12.0,"Ever since they encountered aliens on the moon, humanity's technology has developed by leaps and bounds. Half a century later, even though most have it easy, Robby Yaji and Hacchi Kita cannot seem to catch a break in this advanced society. Robby—a man perpetually struck by misfortune—owes large sums of money to debt collectors due to his poor investments in shady get-rich-quick schemes, and Hacchi finds it difficult to get over the boredom of his mundane life.

The two end up on an adventure of a lifetime when loan shark boss Yang sends Hacchi to collect the money Robby owes. Rather than pay up, Robby blasts off into space and heads to Isekandar, a planet that supposedly brings happiness to anyone who visits. Seeing a chance for some much needed excitement, Hacchi tags along with Robby on this journey filled with alien encounters, giant robot battles, and all sorts of troublemaking—all the while avoiding Yang and his cronies who are desperately combing the universe to find them.

[Written by MAL Rewrite]",2019.0,spring,"['Sotsu', 'Pony Canyon', 'Cygames']","['Adventure', 'Comedy', 'Sci-Fi']",['Studio Comet'],[],['Space'],PG-13 - Teens 13 or older,False,90,6.57,15950,5464,319,
38731,Diamond no Ace: Act II,Manga,52.0,"The hallowed ground of Koshien Stadium is the ""field of dreams,"" where the ambitions of high school baseball players come true. After emerging victorious in the autumn tournament last year, Seidou High School baseball's team  has finally earned the right to compete there for the first time in seven years.  Beyond the spring tournament looms the battle to decide who is the best team in the nation  — the Summer Koshien.

 With the third-year players due to retire after the summer tournament, the team has to integrate the experience of the seniors and the potential of the newcomers to overcome familiar and new opponents alike and win the coveted national title. 

Meanwhile, pitcher Eijun Sawamura is as determined as ever to earn jersey No. 1  and seize the position of ""ace"" from his persistent rival, Satoru Furuya.  As the team prepares for their greatest challenge yet, Sawamura and Furuya carry on their struggle to lead their team to glory and become the star of the game: the true ""Ace of the Diamond."" 

[Written by MAL Rewrite]",2019.0,spring,"['TV Tokyo', 'Sotsu', 'Pony Canyon', 'Kodansha', 'AT-X', 'DAX Production']",['Sports'],['Madhouse'],['Shounen'],"['School', 'Team Sports']",PG-13 - Teens 13 or older,True,1096,8.28,77354,1940,532,
38749,Blade Runner: Black Lotus,Other,13.0,"Los Angeles 2032. A young woman wakes up with no memories and possessing deadly skills. The only clues to her mystery are a locked data device and a tattoo of a black lotus. Putting together the pieces, she must hunt down the people responsible for her brutal and bloody past to find the truth of her lost identity.

(Source: Crunchyroll)",2021.0,fall,[],"['Sci-Fi', 'Suspense']",['Sola Digital Arts'],[],[],R - 17+ (violence & profanity),True,99,6.29,8706,2166,212,
38753,Araburu Kisetsu no Otome-domo yo.,Manga,12.0,"When they were little kids laughing and playing together, Izumi Norimoto and Kazusa Onodera were like siblings. But as their bodies matured into middle school, Kazusa began seeing him as something different; unfortunately for her, so did the other girls. Ostracized, Kazusa had no choice but to distance herself from him going into high school. After joining the literature club, however, she finds friends that keep her mind occupied. Known throughout the school for reading aloud sex scenes in literature novels, the club's reputation has kept all teachers from accepting the task of being their adviser.
    
During a discussion about what they would put on their bucket list, one of the girls says one thing: sex. This single word sends ripples throughout the five girls, as the thought of sex begins taking over their daily lives. And, after walking in on Izumi during a very private moment, Kazusa is sent into a spiral of emotion that forces her to face her true feelings for him. Now, with their hearts racing and the literature club facing immediate disbandment, the five girls must work hard to keep both their sanities and their club alive.

[Written by MAL Rewrite]",2019.0,summer,"['Mainichi Broadcasting System', 'Kodansha', 'DMM pictures']","['Drama', 'Romance']",['Lay-duce'],['Shounen'],['School'],PG-13 - Teens 13 or older,False,1684,7.28,226541,13291,1958,
38759,Sewayaki Kitsune no Senko-san,Web manga,12.0,"Like many hardworking members of the workforce, Kuroto Nakano is perpetually stressed out by his job. Still, since he lives alone, he must carry on to sustain himself. Little do humans like Kuroto know, this stress takes the form of darkness residing within a person's body and will bring one's life to ruin. 

Fox deities can see this darkness and have the duty to save people before it is too late. To help rid Kuroto of his stress,  Senko-san, an eight hundred-year-old foxgirl, volunteers to take care of him, and will do everything she can to ease the tension in his weary soul.

[Written by MAL Rewrite]",2019.0,spring,"['AT-X', 'Docomo Anime Store', 'BS11', 'Kadokawa Media House', 'Kadokawa']","['Slice of Life', 'Supernatural']",['Doga Kobo'],[],['Iyashikei'],PG-13 - Teens 13 or older,False,2433,7.31,263972,22047,923,
38767,Cinderella Girls Gekijou: Climax Season,4-koma manga,13.0,Fourth season of Cinderella Girls Gekijou.,2019.0,spring,['Kadokawa'],['Comedy'],"['Gathering', 'Lesprit']",[],['Idols (Female)'],PG-13 - Teens 13 or older,True,4,6.48,3381,251,3,
38776,Manul no Yuube,Web manga,,"Within the nature ""Darwin Kita! Kikimono Shin Densetsu"" program on NHK1.5 airs the short Manul no Yuube, based on a web manga/comic of the same name. It following animal characters who visit the bar Manul no Yuube. The bar is run by the Mama who is a Pallas's cat (Otocolobus manul) and serviced by the hostess Tsunomin who is a Brazilian treehopper (Bocydium globulare).",2018.0,fall,['NHK'],['Slice of Life'],[],[],[],PG-13 - Teens 13 or older,False,1,,519,340,0,
38778,Midara na Ao-chan wa Benkyou ga Dekinai,Manga,12.0,"""Show them your A-O face!"" As an innocent child, Ao Horie would unhesitantly proclaim the origins of her name. Now that she is in high school, she is determined to study hard in order to one day escape the influence of her lascivious father, a famous erotic author. However, when the amiable Takumi Kijima confesses to Horie, her mind runs wild with scandalous thoughts.

Moans eager to escape, legs crossing, and a warmth spreading through her body, Horie cannot help but misconstrue Kijima's rather pure motivations. To make things worse, no matter how hard she tries to ward off Kijima, his advances do not stop. Now, if only she could just study!

[Written by MAL Rewrite]",2019.0,spring,"['Mainichi Broadcasting System', 'Kodansha', 'DMM pictures']","['Comedy', 'Romance', 'Ecchi']",['SILVER LINK.'],['Shounen'],['School'],PG-13 - Teens 13 or older,False,620,6.69,208356,15334,693,
38787,Senryuu Shoujo,4-koma manga,12.0,"To the students of Karai High School, Nanako Yukishiro is a pretty, calm, and cute 16-year-old. However, Nanako is no ordinary girl, as she cannot speak! Instead, Nanako communicates through senryuu—17-syllable-long poems. 

Sixteen-year-old Eiji Busujima used to be delinquent in his middle school years. However, he has since turned over a new leaf due to his newfound love of senryuu. Despite his menacing looks, Eiji gets along well with Nanako as a fellow member of the Literature Club.

Even though Nanako is mute, the adorable pair have no problem communicating with each other. Senryuu Shoujo is a light and relaxing story of two teenagers' daily lives.

[Written by MAL Rewrite]",2019.0,spring,"['Mainichi Broadcasting System', 'Kodansha', 'DMM pictures']","['Comedy', 'Romance']",['Connect'],['Shounen'],"['Love Status Quo', 'School']",PG-13 - Teens 13 or older,False,451,7.36,120275,8138,716,
38790,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Light novel,12.0,"After an enthusiastic invitation from her friend, Kaede Honjou reluctantly agrees to try New World Online: a very popular VRMMO played by thousands of people across Japan. Naming her in-game character Maple, she sets out on her journey. As a complete novice to such games, she allocates all of her stat points into vitality, desiring to not get hurt. With not a single point in any other stat, Maple has extraordinarily high defense, but she can't move quickly or hit hard.

This does not end badly for her, however. Due to her high defense, Maple acquires overpowered skills such as Total Defense, Poison Immunity, and Devour. These skills, along with the incredibly powerful items she obtains, allow her to obliterate most enemies in a single hit. After only a few days of playing the game, Maple claims third place in a server-wide event, gaining a reputation as a player who is both unkillable and absurdly powerful.

Despite her overpowered character, Kaede has much to learn. As she progresses through the game, she meets new friends and acquaintances, helping her complete new levels and events. Through all of her adventures, she may even pick up some other crazy skills that exceed all expectations.

[Written by MAL Rewrite]",2020.0,winter,"['AT-X', 'MAGES.', 'Docomo Anime Store', 'Sammy', 'ABC Animation', 'Kadokawa Media House', 'Kadokawa', 'D-techno']","['Action', 'Adventure', 'Comedy', 'Fantasy']",['SILVER LINK.'],[],['Video Game'],PG-13 - Teens 13 or older,False,3965,7.49,482122,24906,1882,
38804,Kiratto Pri☆chan Season 2,Game,51.0,"Mirai Momoyama, Emo Moegi, and Rinka Aoba are 2nd year students at Kirarigaoka Middle School in Kirajuku, and together they form an idol group called ""Miracle☆Kiratts""! The popularity of their streaming programs has skyrocketed! One day, a mysterious Pri☆Chan idol named ""Dia"" appears, and everyone is given a Jewel Pact. Along with that, she announces the opening of the ""Jewel Auditions"", an event where idols with a jewel-like shine are chosen to become ""Jewel Idols"". Only those who can pass the audition with a sparkling heart can make their ""Kiratto Jewel"" shine, allowing them to receive their ""Jewel Coord"". And out of all of them, only the best ""Jewel Idol"" can wear the long-admired ""Diamond Coord"". Who's going to be?!

(Source: PriChan Wiki, edited)",2019.0,spring,[],['Slice of Life'],['Tatsunoko Production'],[],"['Idols (Female)', 'Music']",PG - Children,True,35,7.46,1932,273,18,
38814,Nobunaga-sensei no Osanazuma,Manga,12.0,"""One day, a girl who loves me will suddenly appear before me""—Middle school teacher Nobunaga has always been dreaming of such a gal game-like situation. However, the one who appeared before him was Kichou, a 14-year-old girl who proclaims herself as his wife. Appearing to have arrived from the Sengoku era, she mistakes Nobunaga as Nobunaga Oda and urges him to conceive a child with her. Thus begins the age-difference love comedy between a gal game-loving teacher and a Sengoku era expert princess.

(Source: MAL News)",2019.0,spring,[],"['Comedy', 'Romance', 'Ecchi']",['Seven'],[],"['Harem', 'School', 'Time Travel']",R+ - Mild Nudity,False,110,5.34,57651,8591,547,
38830,"Hachi-nan tte, Sore wa Nai deshou!",Light novel,12.0,"Waking up in a new world, 25-year-old Shingo Ichinomiya realizes that he is in the body of a six-year-old. Retaining memories of his stressful life working at a firm company, Shingo learns that the person he is occupying is Wendelin Von Benno Baumeister, the eighth son of a poor noble family living in the countryside. Awoken to his bizarre situation, Wendelin strives to change his financial and social status for the better. His newly discovered great magical aptitude may prove to be just what he needs to achieve that goal.

[Written by MAL Rewrite]",2020.0,spring,"['Satelight', 'Frontier Works', 'flying DOG', 'Kadokawa Media House', 'Exa International', 'Kadokawa', 'GREE', 'arma bianca']","['Action', 'Fantasy']","['SynergySP', 'Shin-Ei Animation']",[],"['Isekai', 'Reincarnation']",PG-13 - Teens 13 or older,False,546,6.27,226350,13570,820,
38835,Umayon,4-koma manga,12.0,"It's a ""pop"" and cute everyday anime based on the 4-koma manga featuring the characters from Uma Musume: Pretty Derby.",2020.0,summer,['Cygames'],['Comedy'],"['W-Toon Studio', 'DMM.futureworks']",[],['Anthropomorphic'],PG-13 - Teens 13 or older,False,26,6.7,18649,1109,243,
38843,Shironeko Project: Zero Chronicle,Game,12.0,"The world is divided into two kingdoms: the Kingdom of White, which floats in the heavens and is ruled by their queen Iris, and the Kingdom of Black, which stands upon desolate land below and houses the King of Darkness as its ruler. As of late, forces of evil have amassed great power, posing a threat to the entire world. Being the main representative of the Light, it is Iris' duty to maintain the balance of the world and fight off the darkness in her kingdom.

Meanwhile in the Kingdom of Black, rampaging monsters annihilate a certain boy's village, leaving him the sole survivor. As he grieves in hopelessness, an armored man named Skeer notices the child and comforts him. Soon after, Skeer recognizes the boy's potential to change the kingdom's status quo and makes him his heir before passing away. The boy then vows to become the Prince of Darkness—the one who will replace the King—to bring the world back to its rightful path.

As Iris and Prince of Darkness each challenge the impending doom the world faces in their own respective ways, their destinies will converge with each other, and perhaps, their bond will decide the fate of the world.

[Written by MAL Rewrite]",2020.0,spring,"['NBCUniversal Entertainment Japan', 'COLOPL', 'Kadokawa', 'GREE']","['Action', 'Adventure', 'Fantasy']",['Project No.9'],[],[],PG-13 - Teens 13 or older,False,217,5.41,72859,8436,425,
38851,Virtual-san wa Miteiru,Original,12.0,"Virtual-san wa Miteiru is an anime that brings Virtual YouTubers to life.

The term Virtual YouTuber, or VTuber, refers to a YouTuber who shows themselves as an animated character, hiding their true appearance but still bringing joy to viewers. VTubers featured in Virtual-san wa Miteiru include Hime Tanaka and Hina Suzuki, who together make the rhythmic music duo HimeHina; Siro, the cyber girl, who definitely, certainly, positively has never murdered anyone; the lazy, FPS-loving Hinata Nekomiya; the upbeat Akari Mirai who sexually harasses her juniors; and the lightweight Mito Tsukino, who has a serious superiority complex.

In every episode these VTubers perform nonsense together in skits filled with slapstick, puns and fourth-wall-breaks. From the parody space adventure ""Virtual Wars"" to the nameless skit about bouncing gorillas, these absurdly funny segments are brimming with excitement. Virtual-san wa Miteiru is a one-of-a-kind comedy certain to bring delight to any fan of Virtual YouTubers!

[Written by MAL Rewrite]",2019.0,winter,['Dwango'],['Comedy'],['Lide'],[],['Music'],PG-13 - Teens 13 or older,False,16,5.25,3447,2064,142,
38853,Ex-Arm,Manga,12.0,"After being hit by a truck in the year 2014, Akira Natsume awakes to find himself inside a machine following a 16-year-long coma. As he adjusts to the new interface, he is greeted by police officer Minami Uezono and her android partner Alma. The pair shows Akira that his brain is contained inside a device called an EX-ARM—a weapon of mass destruction. Aboard an enemy smuggler ship, the three must escape using nothing but their ingenuity and combat skills.

While initially reluctant to fight, Akira soon recalls his brother's words from before the accident. The memory inspires him to take action, possessing Alma's body to fight his opponents using martial arts. Once Alma plugs him into one of the ship's ports, he discovers the devastating potential of his EX-ARM by effortlessly hacking and assuming control of the vessel.

Upon safely arriving back on land, Akira meets the other members of the EX-ARM Countermeasure Prevention Team, a police division working to mitigate the effects of EX-ARMs. Witnessing the atrocities committed by those who seek the power of EX-ARMs, he resolves to join the team and put an end to the terror caused by these weapons.

[Written by MAL Rewrite]",2021.0,winter,"['Nippon Columbia', 'BS Fuji', 'Shueisha', 'Crunchyroll', 'Yomiuri TV Enterprise', 'MAGNET', 'Video Market', 'Royal Limousine']","['Action', 'Sci-Fi']",['Visual Flight'],['Seinen'],[],PG-13 - Teens 13 or older,False,307,2.86,26201,32981,763,
38857,Neko no Nyagh: Nya Misérables,Game,25.0,"TV adaptation of Cocone Corporation's mobile puzzle game app.

Discover the adventures of the cat painter, Vincent van Meowogh who lives in a mansion in Paris surrounded by his quirky friends. Let's give him a spark of inspiration for his painting by completing puzzle stages, buy back the furniture and restore his home to its former glory!

(Source: ANN)",2019.0,spring,[],[],"['TMS Entertainment', 'Jinnis Animation Studios']",['Kids'],"['Anthropomorphic', 'Visual Arts']",G - All Ages,False,0,6.03,443,121,0,
38860,Bakumatsu Crisis,Game,12.0,"The Bakumatsu was an era in which the souls of young men burned with anxiety for their country's future. Takasugi Shinsaku, a soldier of fortune from Choshu, sneaks aboard a government ship with his comrade Katsura Kogorou in search of a mysterious ""timepiece"" with the power to manipulate time that he fears the government wishes to keep for themselves. Rather than allow such power to fall into the wrong hands, Takasugi plans to destroy the artifact, but having obtained it, the artifact is quickly stolen, forcing the pair to follow the mysterious thief to the seat of government in Kyoto. However, when they arrive in the capital, they discover that the government has been overthrown and the deity Susanoo now reigns in its place. The streets of the city and the people in them are much different than Takasugi and Katsura remembered. The times may have changed but their mission hasn't - Takasugi and Katsura resolve to reset time and save their nation from the nefarious forces trying to hijack it.

(Source: Tokyo Otaku Mode)",2019.0,spring,"['TBS', 'MAGES.', 'FuRyu']",['Action'],['Studio Deen'],[],"['Historical', 'Samurai', 'Time Travel']",PG-13 - Teens 13 or older,True,16,5.7,4501,1148,90,
38881,Jimoto ga Japan,Manga,50.0,"There's a new tough guy transfer student in Tokyo. His name is Tokio and he's raring to see how scrappy the locals are. But when he comes face-to-face with a Japan-obsessed red-haired kid that won't leave him alone until he tells him exactly what prefecture he's from, his life takes a turn for the crazy! This kid isn't just Japan obsessed, he's developed a martial art based on all the different prefectures in the country! 

(Source: VIZ Media)",2019.0,spring,['Shueisha'],['Comedy'],['Oddjob'],['Shounen'],['Gag Humor'],G - All Ages,False,5,5.74,557,245,0,
38883,Haikyuu!! To the Top,Manga,13.0,"After their triumphant victory over Shiratorizawa Academy, the Karasuno High School volleyball team has earned their long-awaited ticket to nationals. As preparations begin, genius setter Tobio Kageyama is invited to the All-Japan Youth Training Camp to play alongside fellow nationally recognized players. Meanwhile, Kei Tsukishima is invited to a special rookie training camp for first-years within the Miyagi Prefecture. Not receiving any invitations himself, the enthusiastic Shouyou Hinata feels left behind.

However, Hinata does not back down. Transforming his frustration into self-motivation, he boldly decides to sneak himself into the same rookie training camp as Tsukishima. Even though Hinata only lands himself a job as the ball boy, he comes to see this as a golden opportunity. He begins to not only reflect on his skills as a volleyball player but also analyze the plethora of information available on the court and how he can apply it.

As the much-anticipated national tournament approaches, the members of Karasuno's volleyball team attempt to overcome their weak points and refine their skills, all while aiming for the top!

[Written by MAL Rewrite]",2020.0,winter,"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Sports'],['Production I.G'],['Shounen'],"['School', 'Team Sports']",PG-13 - Teens 13 or older,True,5565,8.37,934704,6252,1406,
38889,Kono Oto Tomare! Part 2,Manga,13.0,"The Tokise High School Koto Club has courageously pushed through their fractured and unsynchronized performance at the Kanto Region Traditional Japanese Music Festival. Club members Chika Kudou, Satowa Houzuki, Takezou Kurata, Hiro Kurusu, Kouta Mizuhara, Saneyasu Adachi, and Michitaka Sakai are devastated to learn the negative results of their performance, leaving them crushed. Nonetheless, the group recognizes their potential and enthusiastically agree to collectively sharpen their skills, improve their flaws, and develop higher caliber playing to succeed in the upcoming national qualifiers in winter.

With the help of their now willing club advisor Suzuka Takinami, the group's goal gradually becomes achievable as they begin to grasp the foundations of good music and refine their koto-playing abilities, with the suggestion of performing more often to gain what they lack most—experience.

However, as their journey to nationals is underway, the koto club members face challenges that obstruct their focus and progress. Not only does the threat of other powerhouse schools and musicians remain, but the high school issues of budding romance and soon-to-be-graduating seniors also begin to push the limits of the determined group of teenagers and the future of the koto club.

[Written by MAL Rewrite]",2019.0,fall,"['WOWOW', 'Movic', 'KlockWorx', 'Memory-Tech', 'King Records', 'Shueisha', 'Pony Canyon Enterprises']",['Drama'],['Platinum Vision'],['Shounen'],"['Music', 'Performing Arts', 'School']",PG-13 - Teens 13 or older,True,1870,8.42,152912,2283,909,
38909,Infinite Dendrogram,Light novel,13.0,"In the year 2043, <Infinite Dendrogram>, the world's first successful full-dive VRMMO was released. In addition to its ability to perfectly simulate the five senses, along with its many other amazing features, the game promised to offer players a world full of infinite possibilities. Nearly two years later, soon-to-be college freshman, Reiji Mukudori, is finally able to buy a copy of the game and start playing. With some help from his experienced older brother, Shuu, and his partner Embryo, Reiji embarks on an adventure into the world of <Infinite Dendrogram>. Just what will he discover and encounter in this game world known for its incredible realism and infinite possibilities?
 
(Source: J-Novel Club)",2020.0,winter,"['AT-X', 'Nippon Columbia', 'KlockWorx', 'Hobby Japan', 'Studio Mausu', 'Hakuhodo DY Music & Pictures', 'BS11', 'HOTZIPANG', 'Anima&Co.']","['Action', 'Adventure', 'Fantasy']",['NAZ'],[],['Video Game'],PG-13 - Teens 13 or older,False,310,6.21,132289,20563,729,
38920,Kochouki: Wakaki Nobunaga,Original,12.0,"The fearsome warlord, the demonic king—Oda Nobunaga! Before he was trying to rule over Japan, he was a teenager who began his path to greatness with his younger brother and faithful followers. Through succession, betrayal, battles, and bonds between one another, the struggles these boys face promise a future where they can blossom into powerful men.

(Source: Funimation)",2019.0,summer,"['WOWOW', 'Genco', 'MediaNet', 'AT-X', 'Tokuma Shoten', 'flying DOG', 'BS Fuji', '81 Produce', 'Tokyo MX', 'Docomo Anime Store', 'Happinet']","['Action', 'Drama']",['Studio Deen'],[],"['Historical', 'Samurai']",PG-13 - Teens 13 or older,False,58,6.53,14196,3202,239,
38923,Sinbi Apartment: Ghost Ball Bimil,Original,24.0,"With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries. 

(Source: Netflix)",2016.0,summer,['CJ ENM'],"['Mystery', 'Supernatural']",['Studio BAZOOKA'],['Kids'],[],G - All Ages,True,19,6.89,1578,194,0,
38924,Nekopara,Visual novel,12.0,"The siblings Kashou and Shigure Minazuki enjoy the company of six catgirls. Chocola and Vanilla assist Kashou in his job as a baker at the patisserie La Soleil, while the others—Coconut, Azuki, Cinnamon, and Maple—accompany Shigure in her daily life back at their home.

One afternoon, when Chocola goes out for an errand, she notices a green-haired kitten alone by herself at a park and decides to bring her back to the patisserie. Soon after, the Minazuki household adopts her and gives her a name: Cacao. With a new member in their family, the members of the Minazuki household continue their everyday lives—bound to become livelier than ever.

[Written by MAL Rewrite]",2020.0,winter,['Avex Pictures'],['Slice of Life'],['Felix Film'],[],['Anthropomorphic'],PG-13 - Teens 13 or older,False,873,6.72,100375,15185,752,
38940,Cop Craft,Light novel,12.0,"Fifteen years ago, a hyperspace gate appeared in the middle of the Pacific Ocean, connecting Earth to a strange world filled with fairies and monsters. The city of San-Teresa became a home for over two million of these otherworldly visitors. Unfortunately, the population boom also brought its fair share of problems—drugs, prostitution, and trafficking. To combat the rampant crime lurking in the city's shadows, a new department was established in the San-Teresa Metropolitan Police.

Former JSDF soldier Kei Matoba is one of the best cops that the department has to offer, despite his inclination to occasionally bend the rules. After a fairy trafficking case goes wrong, Kei loses Rick Fury, his friend and partner of four years, setting him on a quest for vengeance. To help him with the case, the department pairs him with Tilarna Exedilika, a noble of the Farbani Kingdom. As one of the Knights of Mirvor, her duty is to rescue the noble fairy that Kei encountered during his last case. Despite his distaste for non-humans, he accepts the arrangement at the request of his superiors. Now, the unlikely duo must come together and overcome their differences in order to return the missing fairy to her country and avenge the death of Kei's partner.

[Written by MAL Rewrite]",2019.0,summer,"['WOWOW', 'Pony Canyon', 'Hakuhodo DY Music & Pictures', 'Good Smile Film']","['Action', 'Fantasy', 'Mystery']",['Millepensee'],[],"['Detective', 'Urban Fantasy']",R - 17+ (violence & profanity),False,234,6.72,75114,13456,1033,
38959,Lord El-Melloi II-sei no Jikenbo: Rail Zeppelin Grace Note,Light novel,13.0,"Ten years after facing defeat in the Fourth Holy Grail War, Waver Velvet, now Lord El-Melloi II, teaches classes at the Clock Tower—the center of education for mages. However, his new status as Lord comes with a caveat: obey the orders of Reines, the younger sister of the deceased Kayneth El-Melloi, until she is old enough to rule the House of El-Melloi.

Waver, along with his mysterious apprentice Gray, takes on a series of cases assigned by Reines and the Mages Association. With each case proving to be more complex than the last, could there be more to the Clock Tower than meets the eye, and what secrets does Reines hide?

[Written by MAL Rewrite]",2019.0,summer,"['Aniplex', 'Notes']","['Fantasy', 'Mystery']",['TROYCA'],[],['Urban Fantasy'],R - 17+ (violence & profanity),True,449,7.38,98426,8186,1014,
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,Web manga,12.0,"It is widely believed that science can provide rational explanations for the countless phenomena of our universe. However, there are many aspects of our existence that science has not yet found a solution to and cannot decipher with numbers. The most notorious of these is the concept of love. While it may seem impossible to apply scientific theory to such an intricate and complex emotion, a daring pair of quick-witted Saitama University scientists aim to take on the challenge.

One day the bold and beautiful Ayame Himuro outwardly declares that she is in love with Shinya Yukimura, her fellow logical and level-headed scientist. Acknowledging his own lack of experience with romance, Yukimura questions what factors constitute love in the first place and whether he is in love with Himuro or not. Both clueless in the dealings of love, the pair begin to conduct detailed experiments on one another to test the human characteristics that indicate love and discern whether they demonstrate these traits toward each other.

As Himuro and Yukimura begin their intimate analysis, can the two scientists successfully apply scientific theory, with the help of their friends, to quantify the feelings they express for one another?

[Written by MAL Rewrite]",2020.0,winter,"['Flex Comix', 'Hokkaido Cultural Broadcasting', 'BS11', 'Yomiuri TV Enterprise', 'Kanetsu Investment', 'Toyo Recording', 'ibis Capital Partners', 'Y&N Brothers', 'SUPA LOVE']","['Comedy', 'Romance']",['Zero-G'],[],['Adult Cast'],PG-13 - Teens 13 or older,False,1207,7.34,238473,21626,798,
38993,Karakai Jouzu no Takagi-san 2,Manga,12.0,"Even after spending a considerable amount of time with Takagi, Nishikata is still struggling to find a perfect plan to defeat the expert teaser. A battle of wits, a contest of physical prowess, a test of courage—any strategy he employs to expose her weaknesses is to no avail. On the contrary, Nishikata's pitiful attempts only reveal more of his own flaws, which Takagi takes advantage of to become increasingly daring in her teasing attempts. To make things worse for Nishikata, rumors about him and Takagi may have spread in class due to the frequent interactions between them.

However, the optimistic Nishikata believes that wisdom comes with age and that as the days go by, his experience with her constant teasing will eventually bear fruit, leading him to the awaited moment of victory. Thus, Nishikata continues to strive for the seemingly impossible—to outsmart Takagi and make her blush with embarrassment.

[Written by MAL Rewrite]",2019.0,summer,"['Dentsu', 'TMS Entertainment', 'Asmik Ace', 'TOHO animation', 'Shogakukan', 'Sumitomo']","['Comedy', 'Romance']",['Shin-Ei Animation'],['Shounen'],"['Love Status Quo', 'School']",PG-13 - Teens 13 or older,True,2285,8.01,271153,6082,1066,
39003,Kyou mo Tsuno ga Aru,Web manga,50.0,An everyday life of yellow frog with horn.  Based on the web manga of the same title.,2019.0,winter,[],['Comedy'],['MMDGP'],[],[],G - All Ages,False,0,,390,170,0,
39007,Kawauso Labo,Other,26.0,,2019.0,winter,['DAX Production'],['Comedy'],['Kachidoki Studio'],[],[],G - All Ages,False,0,,368,144,0,
39012,Capsule Boy 2: Ujuleul Jikyeola,Original,26.0,The second season of Capsule Boy. SBS took over broadcasting the show. The art style has been changed for a more modern anime-esque appearance and some voice actors did not reprise their character's roles.,2019.0,winter,[],['Sci-Fi'],[],['Kids'],[],G - All Ages,True,0,,119,103,0,
